301	8.076
302	21.17
303	22.47
304	2.862
305	14.96
306	10.56
307	20.03
308	21.22
309	8.913
310	5.709
311	1.561
312	3.749
313	17.45
314	1.946
315	9.156
316	22.0
317	1.91
318	0.1298
319	16.11
320	11.68
321	1.669
322	4.741
323	14.53
324	9.216
325	6.545
326	12.71
327	5.084
328	3.149
329	4.639
330	2.721
331	16.02
332	14.07
333	13.63
334	11.73
335	5.954
336	21.73
337	3.592
338	22.23
339	1.437
340	16.98
341	11.82
342	15.64
343	10.19
344	18.44
345	18.39
346	3.076
347	21.99
348	4.245
349	16.54
350	4.535
351	10.87
352	14.6
353	2.799
354	22.62
355	6.348
356	18.04
357	17.14
358	1.771
359	14.22
360	4.642
361	1.816
362	21.67
363	19.5
364	2.435
365	21.08
366	7.742
367	2.835
368	3.072
369	19.48
370	11.74
371	1.522
372	11.66
373	5.615
374	14.5
375	4.602
376	19.82
377	15.85
378	13.95
379	7.021
380	0.839
381	6.79
382	0.2395
383	7.914
384	17.21
385	5.306
386	7.243
387	5.064
388	13.6
389	9.272
390	19.9
391	6.845
392	21.78
393	14.45
394	20.56
395	22.44
396	13.82
397	23.22
398	8.158
399	5.351
400	19.98
401	10.54
402	19.89
403	17.97
404	15.3
405	17.19
406	2.604
407	7.521
408	21.32
409	6.591
410	4.389
411	15.57
412	17.58
413	5.93
414	8.753
415	9.974
416	18.85
417	20.27
418	23.7
419	11.02
420	6.747
421	23.43
422	14.41
423	10.11
424	3.106
425	9.163
426	22.69
427	4.663
428	12.96
429	4.384
430	18.26
431	8.812
432	13.73
433	4.55
434	12.12
435	14.82
436	3.063
437	12.6
438	12.17
439	10.36
440	12.34
441	17.66
442	2.33
443	22.88
444	0.8307
445	14.95
446	15.97
447	9.734
448	22.12
449	7.13
450	1.647
451	10.41
452	23.38
453	18.74
454	23.57
455	19.14
456	7.764
457	15.62
458	21.13
459	8.418
460	0.1874
461	15.14
462	10.13
463	10.25
464	5.617
465	15.21
466	22.24
467	21.6
468	17.29
469	17.52
470	2.937
471	0.6819
472	17.08
473	17.55
474	17.26
475	12.07
476	11.26
477	6.232
478	4.948
479	19.29
480	22.27
481	12.14
482	15.99
483	17.39
484	22.19
485	6.035
486	9.493
487	13.68
488	0.7211
489	3.761
490	13.89
491	23.85
492	22.18
493	20.49
494	14.82
495	13.71
496	11.51
497	13.14
498	6.747
499	9.102
500	15.73
501	7.521
502	1.874
503	7.886
504	13.16
505	7.502
506	6.233
507	19.75
508	4.818
509	2.681
510	20.57
511	4.96
512	18.21
513	11.05
514	6.773
515	18.44
516	12.92
517	2.552
518	9.582
519	8.429
520	10.03
521	19.4
522	14.08
523	6.644
524	13.37
525	6.984
526	16.77
527	7.188
528	5.43
529	1.211
530	18.31
531	20.41
532	8.234
533	10.68
534	1.444
535	0.09188
536	8.184
537	18.82
538	2.034
539	15.82
540	22.9
541	5.885
542	12.88
543	5.768
544	12.33
545	12.79
546	17.65
547	19.43
548	8.814
549	17.88
550	17.01
551	11.74
552	18.54
553	3.794
554	14.34
555	9.076
556	16.73
557	21.26
558	17.45
559	21.46
560	14.7
561	11.9
562	17.44
563	13.45
564	9.669
565	3.076
566	12.26
567	2.622
568	5.669
569	19.27
570	21.02
571	9.905
572	19.05
573	20.57
574	18.35
575	2.736
576	20.3
577	9.755
578	17.15
579	5.768
580	3.37
581	21.62
582	9.851
583	18.07
584	6.262
585	15.33
586	18.32
587	15.7
588	0.4741
589	15.56
590	14.15
591	2.867
592	1.839
593	16.73
594	9.988
595	17.65
596	8.11
597	5.884
598	1.486
599	16.44
600	2.512
601	11.5
602	14.98
603	4.637
604	5.61
605	9.695
606	18.55
607	2.925
608	22.06
609	4.637
610	21.66
611	9.784
612	19.54
613	11.01
614	23.48
615	12.1
616	2.417
617	2.876
618	2.443
619	11.26
620	5.112
621	12.53
622	0.7434
623	17.56
624	15.19
625	4.852
626	14.6
627	5.246
628	0.6193
629	15.37
630	18.85
631	15.18
632	5.068
633	6.253
634	14.93
635	4.576
636	22.51
637	9.662
638	20.67
639	17.64
640	20.82
641	14.94
642	23.65
643	9.004
644	12.79
645	0.8032
646	4.154
647	6.51
648	4.551
649	6.799
650	12.05
651	19.56
652	0.1467
653	4.291
654	18.44
655	1.908
656	14.82
657	19.39
658	2.154
659	2.335
660	16.35
661	0.4727
662	1.034
663	3.597
664	4.168
665	20.91
666	16.2
667	10.68
668	6.65
669	18.19
670	1.507
671	4.113
672	23.01
673	23.06
674	14.98
675	11.82
676	17.47
677	1.128
678	11.66
679	16.11
680	22.87
681	21.05
682	19.36
683	17.63
684	2.019
685	0.01981
686	3.821
687	15.24
688	12.88
689	17.62
690	11.5
691	12.8
692	21.96
693	8.302
694	4.027
695	10.96
696	22.73
697	21.02
698	9.137
699	1.125
700	0.3784
701	15.5
702	1.222
703	11.06
704	4.506
705	9.464
706	2.367
707	17.8
708	7.654
709	6.314
710	5.89
711	5.488
712	3.402
713	4.602
714	4.071
715	19.4
716	0.6752
717	9.439
718	8.097
719	4.585
720	10.59
721	7.377
722	19.73
723	6.665
724	4.112
725	12.69
726	19.28
727	11.12
728	9.196
729	18.25
730	3.012
731	19.71
732	7.332
733	5.75
734	2.307
735	20.07
736	14.31
737	17.8
738	14.06
739	3.07
740	10.54
741	21.8
742	0.9562
743	2.91
744	14.04
745	9.137
746	20.4
747	13.99
748	3.334
749	13.83
750	22.6
751	0.4728
752	22.64
753	16.8
754	12.81
755	19.02
756	16.35
757	5.844
758	9.851
759	13.95
760	19.41
761	20.0
762	0.4932
763	14.31
764	5.521
765	13.96
766	0.6537
767	13.41
768	23.11
769	1.499
770	8.118
771	8.59
772	5.958
773	17.37
774	9.726
775	6.897
776	8.903
777	16.05
778	21.45
779	12.16
780	7.889
781	14.89
782	11.64
783	1.801
784	20.64
785	23.15
786	11.34
787	23.85
788	5.929
789	0.1276
790	4.181
791	12.36
792	12.95
793	11.58
794	16.1
795	16.38
796	1.695
797	0.7996
798	23.17
799	4.437
800	20.45
801	14.1
802	16.65
803	2.036
804	13.25
805	15.35
806	19.79
807	18.68
808	7.585
809	14.31
810	16.92
811	7.18
812	1.72
813	9.243
814	7.81
815	1.666
816	3.691
817	6.532
818	12.49
819	22.24
820	0.6495
821	18.98
822	23.89
823	5.596
824	12.87
825	9.423
826	19.06
827	22.56
828	1.921
829	4.829
830	8.451
831	7.579
832	19.93
833	9.101
834	12.76
835	11.18
836	6.27
837	18.82
838	8.984
839	23.32
840	12.81
841	16.23
842	2.523
843	7.704
844	20.27
845	8.168
846	5.701
847	4.611
848	4.163
849	12.61
850	15.39
851	15.26
852	2.567
853	9.627
854	8.002
855	5.292
856	16.35
857	17.23
858	15.64
859	2.191
860	20.14
861	16.12
862	20.72
863	21.65
864	1.944
865	12.1
866	3.492
867	15.67
868	21.82
869	16.15
870	8.282
871	22.65
872	2.196
873	16.94
874	5.036
875	22.58
876	12.67
877	14.38
878	22.47
879	19.6
880	1.853
881	6.645
882	2.785
883	19.9
884	12.03
885	22.92
886	22.47
887	7.532
888	8.201
889	21.6
890	22.33
891	11.03
892	6.09
893	10.77
894	6.835
895	2.06
896	10.7
897	3.323
898	17.52
899	0.3876
900	6.786
901	10.86
902	23.16
903	13.83
904	22.52
905	0.03607
906	6.279
907	17.54
908	22.34
909	6.478
910	11.27
911	5.187
912	13.24
913	15.7
914	16.12
915	6.472
916	21.17
917	21.03
918	0.2033
919	11.88
920	14.97
921	12.34
922	10.25
923	1.505
924	4.282
925	6.316
926	14.05
927	21.58
928	1.718
929	11.04
930	1.889
931	23.61
932	7.037
933	23.59
934	10.15
935	15.41
936	16.69
937	10.77
938	4.685
939	4.033
940	16.09
941	14.61
942	13.61
943	12.79
944	4.934
945	20.69
946	18.83
947	4.789
948	2.266
949	23.14
950	1.424
951	14.58
952	0.4238
953	9.312
954	12.85
955	10.63
956	19.67
957	10.54
958	22.92
959	16.39
960	4.681
961	17.65
962	5.464
963	8.485
964	3.259
965	22.27
966	7.022
967	0.8077
968	6.762
969	6.056
970	20.11
971	16.88
972	7.374
973	12.14
974	2.13
975	22.98
976	13.02
977	21.25
978	0.6952
979	10.2
980	14.01
981	7.814
982	19.07
983	20.51
984	12.15
985	23.47
986	11.26
987	19.75
988	11.42
989	16.62
990	5.741
991	1.797
992	14.73
993	6.803
994	20.18
995	17.0
996	8.422
997	18.36
998	7.133
999	2.151
1000	7.958
1001	9.416
1002	7.849
1003	15.26
1004	4.441
1005	8.855
1006	6.149
1007	13.02
1008	13.38
1009	8.94
1010	12.41
1011	14.53
1012	9.041
1013	2.907
1014	20.27
1015	14.16
1016	21.09
1017	9.241
1018	20.83
1019	4.248
1020	13.63
1021	0.4678
1022	8.698
1023	13.52
1024	6.541
